HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.content,Input.hour,Input.minute,Input.day,Input.motion,Input.location,Input.last_notification_time,Answer.sentiment,Approve,Reject
3QE4DGPGBRUA0B9STJYCLR40LMZG4Y,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QAPZX2QN5W59CHE15VMV3G7DAR20P,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:15 PST 2018,Fri Mar 02 22:28:00 PST 2018,Sat Mar 03 22:28:00 PST 2018,,,,45,0% (0/0),0% (0/0),0% (0/0),"It is 8:15 PM on Tuesday. You are walking around a shopping mall You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,15,2,walking,mall,5,Accept,,
3QHITW7OYOSGFPJN5GDFS8U2JJ4QAE,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QBD8R3Z2220F7OK74GLEJ9NVR24OC,9C599A9299A9F8,Submitted,Fri Mar 02 22:26:21 PST 2018,Fri Mar 02 22:26:36 PST 2018,Sat Mar 03 22:26:36 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),"It is 3 PM on Saturday. You are taking a bus to some place. You responded to (or clicked on) a notification 4 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",15,0,6,bus,others,4,Accept,,
3QO7EE372O6LYZOFBUDBNJE811PQB9,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QBD8R3Z2220F7OK74GLEJ9NVR34OD,B656AEA26AEA68,Submitted,Fri Mar 02 22:26:52 PST 2018,Fri Mar 02 22:27:12 PST 2018,Sat Mar 03 22:27:12 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 4:15 PM on Wednesday. You are not moving (you could be sleeping or sitting some place). You are at a restaurant. You responded to (or clicked on) a notification 25 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",16,15,3,walking,restaurant,25,Later,,
3QREJ3J433GB05CWP2I850Y4EPBKLY,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QEMNNSB2YI6UXFEJT0C61HYIFLD78,1D71CFB21CFB3A,Submitted,Fri Mar 02 22:24:27 PST 2018,Fri Mar 02 22:24:38 PST 2018,Sat Mar 03 22:24:38 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),"It is 7 PM on Tuesday. You are driving to some place. You responded to (or clicked on) a notification 1 minute ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,0,2,driving,others,1,Dismiss,,
3RDTX9JRTYKS4O43HBQ9WM2N8BU97K,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QJOXOW4XKAU7601JUDLV1W9DGIMEM,B656AEA26AEA68,Submitted,Fri Mar 02 22:25:18 PST 2018,Fri Mar 02 22:25:28 PST 2018,Sat Mar 03 22:25:28 PST 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),"It is 6:15 PM on Sunday. You are walking around a shopping mall You responded to (or clicked on) a notification 3 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,15,0,walking,mall,180,Accept,,
3RKHNXPHGWFEJVZQYGA9WNUNRG4KUS,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QY7M81QH85E83LOBAMZAECO2OJ7KG,5573EB823EB847,Submitted,Fri Mar 02 22:23:12 PST 2018,Fri Mar 02 22:23:21 PST 2018,Sat Mar 03 22:23:21 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 9:45 PM on Tuesday. You are walking around a shopping mall You responded to (or clicked on) a notification 2 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",21,45,2,walking,mall,2,Dismiss,,
3S829FDFT2KYMTNBB4Z9CHY11PODX0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3R0T90IZ1TVFIYK1C09VS8C9WITGCF,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:28:42 PST 2018,Fri Mar 02 22:28:47 PST 2018,Sat Mar 03 22:28:47 PST 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),"It is 11:30 AM on Saturday. You're sitting (or standing) at work. You responded to (or clicked on) a notification 50 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,30,6,stationary,work,50,Dismiss,,
3S8APUMBJX2O7AY6XE2HBKAUUZGBF0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3S06PH7KSSNSJB0CUDJ35RQLFTM1D0,72AE87E2E87E9B,Submitted,Fri Mar 02 22:27:03 PST 2018,Fri Mar 02 22:27:20 PST 2018,Sat Mar 03 22:27:20 PST 2018,,,,17,0% (0/0),0% (0/0),0% (0/0),"It is 7:45 PM on Tuesday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,45,2,stationary,market,45,Later,,
3SBNLSTU6UONRONQCMNU92EC9PMDZX,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3S96KQ6I9NNTSVCLWW3DBX9G7CDDTL,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:28:31 PST 2018,Fri Mar 02 22:28:41 PST 2018,Sat Mar 03 22:28:41 PST 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),"It is 5:30 PM on Sunday. You are walking around a shopping mall You responded to (or clicked on) a notification 2 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",17,30,0,walking,mall,2,Dismiss,,
3T2HW4QDUVQYG5ZZ8SYKC8U19ML9CD,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3SLE99ER0OWWZAN0OS1P2VMXPNMBZR,72AE87E2E87E9B,Submitted,Fri Mar 02 22:26:42 PST 2018,Fri Mar 02 22:27:02 PST 2018,Sat Mar 03 22:27:02 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 7 PM on Sunday. You are taking a train to some place. You responded to (or clicked on) a notification 2 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,0,0,train,others,150,Accept,,
3TCFMTM8HE73TI427MULLP3WZJK12N,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3TS1AR6UQRX3SHTAAZV2U1KJUS27FE,72AE87E2E87E9B,Submitted,Fri Mar 02 22:23:58 PST 2018,Fri Mar 02 22:24:24 PST 2018,Sat Mar 03 22:24:24 PST 2018,,,,26,0% (0/0),0% (0/0),0% (0/0),"It is 8:30 PM on Tuesday. You are walking around your friend's place You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,30,2,walking,friend-house,45,Accept,,
3TRB893CSJT7JYRBVHWJO3OACOPG7I,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3TXMY6UCAF76VNEFFWE7MMGB252CQ6,9C599A9299A9F8,Submitted,Fri Mar 02 22:27:49 PST 2018,Fri Mar 02 22:28:00 PST 2018,Sat Mar 03 22:28:00 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),"It is 11:45 AM on Friday. You are walking around a market You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,45,5,walking,market,5,Dismiss,,
3TTPFEFXCT32FU8HWD993P0FWDI6H8,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3U088ZLJVLCRLSFLFPKTJAWWHHM0W5,72AE87E2E87E9B,Submitted,Fri Mar 02 22:23:27 PST 2018,Fri Mar 02 22:23:57 PST 2018,Sat Mar 03 22:23:57 PST 2018,,,,30,0% (0/0),0% (0/0),0% (0/0),"It is 8:15 AM on Sunday. You are not moving (you could be sleeping or sitting some place). You are at a market. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",8,15,0,walking,market,45,Accept,,
3TZ0XG8CBU3W429MRGIFAMYIJV0987,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3U4J9857OFUDF0HU5X96BBTYFUA7BW,9C599A9299A9F8,Submitted,Fri Mar 02 22:25:32 PST 2018,Fri Mar 02 22:25:51 PST 2018,Sat Mar 03 22:25:51 PST 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),"It is 2:15 PM on Monday. You are running at a park. You responded to (or clicked on) a notification 50 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,15,1,running,park,50,Dismiss,,
3UXQ63NLAA5A7282JP5F6XFERV2BL5,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3URFVVM1661BV9W6OJIK7LELE8TZUW,72AE87E2E87E9B,Submitted,Fri Mar 02 22:26:24 PST 2018,Fri Mar 02 22:26:42 PST 2018,Sat Mar 03 22:26:42 PST 2018,,,,18,0% (0/0),0% (0/0),0% (0/0),"It is 1:45 PM on Monday. You are not moving (you could be sleeping or sitting some place). You are at a market. You responded to (or clicked on) a notification 1 hour and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",13,45,1,walking,market,90,Later,,
3VDI8GSXAFCBJCWU5MOP23K5N8VG85,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3UXUOQ9OKFG8WQC2ZJ9AG09SXCP7A1,72AE87E2E87E9B,Submitted,Fri Mar 02 22:25:41 PST 2018,Fri Mar 02 22:25:57 PST 2018,Sat Mar 03 22:25:57 PST 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),"It is 2:30 PM on Wednesday. You are walking around your home You responded to (or clicked on) a notification 20 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,30,3,walking,home,20,Accept,,
3VGZ74AYTGZDVFM7MY4U4PGODZGGCB,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3VE8AYVF8NG7SVYTK4N881GE5C88F2,B656AEA26AEA68,Submitted,Fri Mar 02 22:24:52 PST 2018,Fri Mar 02 22:25:05 PST 2018,Sat Mar 03 22:25:05 PST 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),"It is 1:15 PM on Sunday. You are taking a bus to some place. You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",13,15,0,bus,others,5,Accept,,
3VO4XFFP155YWNLPYD1VIHSCIBYQ7N,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3VP0C6EFSHFQUR7MDCUNJD4WWIUM61,5921CC421CC465,Submitted,Fri Mar 02 22:28:10 PST 2018,Fri Mar 02 22:28:19 PST 2018,Sat Mar 03 22:28:19 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 5 PM on Saturday. You're sitting (or standing) at a shopping mall. You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",17,0,6,stationary,mall,5,Accept,,
3W9XHF7WGKEZJIK1YBKZRR8L82XKT1,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3W2LOLRXLCYOQM53KOK5FV3O30DRKZ,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:34 PST 2018,Fri Mar 02 22:29:00 PST 2018,Sat Mar 03 22:29:00 PST 2018,,,,26,0% (0/0),0% (0/0),0% (0/0),"It is 2 PM on Sunday. You are not moving (you could be sleeping or sitting some place). You are at home. You responded to (or clicked on) a notification 2 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,0,0,walking,home,120,Accept,,
3WA2XVDZEM0QVKHF6C13IM324XQE60,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3WJEQKOXA9LUL4X0A3S1FQIFUQPA17,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:13 PST 2018,Fri Mar 02 22:27:46 PST 2018,Sat Mar 03 22:27:46 PST 2018,,,,33,0% (0/0),0% (0/0),0% (0/0),"It is 12:30 PM on Wednesday. You are walking around your work You responded to (or clicked on) a notification 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,30,3,walking,work,30,Later,,
3WRKFXQBOBQ4U9T78EMMMSLNV0QIYD,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3XC1O3LBOT5CQ70D9D11UAHLGLETLG,B656AEA26AEA68,Submitted,Fri Mar 02 22:24:36 PST 2018,Fri Mar 02 22:24:51 PST 2018,Sat Mar 03 22:24:51 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),"It is 8 AM on Monday. You are not moving (you could be sleeping or sitting some place). You are at a movie theater. You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",8,0,1,walking,movie-theater,5,Later,,
3X7837UUADHY6037KDCUF2GU95M6JD,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3XIQGXAUMDRKS3KVAT1O08KQYXXX7U,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:40 PST 2018,Fri Mar 02 22:29:30 PST 2018,Sat Mar 03 22:29:30 PST 2018,,,,50,0% (0/0),0% (0/0),0% (0/0),"It is 2 PM on Friday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,0,5,stationary,market,45,Accept,,
3XABXM4AJ1O2W1Q88IT1WHO7TV4Q8A,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3XLBSAQ9Z5V9XYKABBP9XT016XW7Z2,72AE87E2E87E9B,Submitted,Fri Mar 02 22:26:14 PST 2018,Fri Mar 02 22:26:23 PST 2018,Sat Mar 03 22:26:23 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 10:15 AM on Sunday. You're sitting (or standing) at a shopping mall. You responded to (or clicked on) a notification 2 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",10,15,0,stationary,mall,120,Accept,,
3XDSWAMB22B484GLPU96Y3KQJMPQCG,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3ZOTGHDK5JUJHSQVX5C3CMPT976OS4,6.36666E+13,Submitted,Fri Mar 02 22:25:28 PST 2018,Fri Mar 02 22:26:05 PST 2018,Sat Mar 03 22:26:05 PST 2018,,,,37,0% (0/0),0% (0/0),0% (0/0),"It is 2:15 PM on Thursday. You are not moving (you could be sleeping or sitting some place). You are at a movie theater. You responded to (or clicked on) a notification 25 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",14,15,4,walking,movie-theater,25,Later,,
3XT3KXP24ZH2BPJ12VRU311UWQX6I1,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3ZPPDN2SLWFF0MH7UL9GQFQPDHB9EA,1D71CFB21CFB3A,Submitted,Fri Mar 02 22:24:53 PST 2018,Fri Mar 02 22:24:57 PST 2018,Sat Mar 03 22:24:57 PST 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),"It is 9:30 AM on Tuesday. You are walking to some place. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",9,30,2,walking,others,45,Dismiss,,
3Z56AA6EK4JO789SNAPMVU8BDZH6MH,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3ZWFC4W1UVQDA0DPJDT8ZIBJV4WRFX,B656AEA26AEA68,Submitted,Fri Mar 02 22:29:39 PST 2018,Fri Mar 02 22:29:54 PST 2018,Sat Mar 03 22:29:54 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),"It is 8:45 PM on Wednesday. You are walking around your work You responded to (or clicked on) a notification 10 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,45,3,walking,work,10,Later,,